Modification,Chassis ID,Engine,Drive
CL,"DBA-,M411S",K3-VE,Full-time 4WD
CX,"DBA-,M411S",K3-VE,Full-time 4WD
CX-LIMITED,"DBA-,M402S",3SZ-VE,FF
X SA III,"5BA-,LA810S",KF,Full-time 4WD
G MAKE UP LIMITED SA III,"5BA-,LA800S",KF,FF
G BLACK INTERIOR LIMITED SA III,"5BA-,LA800S",KF,FF
X MAKE UP LIMITED SA III,"5BA-,LA810S",KF,Full-time 4WD
CX AERO,"CBA-,M502G",3SZ-VE,FF
CX,"CBA-,M502G",3SZ-VE,FF
SX,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
SX,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G203S",HE-EG,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
ACTIVA X,"DBA-,LA260S",KF,Full-time 4WD
STYLE G SA III,"DBA-,LA250S",KF,FF
STYLE X SA III,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G SA III,"DBA-,LA250S",KF,FF
ACTIVA X SA III,"DBA-,LA260S",KF,Full-time 4WD
STYLE G PRIME COLLECTION SA III,"DBA-,LA250S",KF,FF
ACTIVA G PRIME COLLECTION SA III,"DBA-,LA250S",KF,FF
CUSTOM RS HYPER SA III,"DBA-,LA160S",KF,Full-time 4WD
L,"DBA-,LA150S",KF,FF
L SA II,"DBA-,LA150S",KF,FF
X,"DBA-,LA150S",KF,FF
L,"DBA-,LA160S",KF,Full-time 4WD
L,"DBA-,LA150S",KF,FF
X TURBO,"DBA-,LA150S",KF,FF
X SA II,"DBA-,LA150S",KF,FF
X,"DBA-,L235S",KF-VE,FF
D,"CBA-,L245S",KF-VE,Full-time 4WD
L,"DBA-,L235S",KF-VE,FF
D,"DBA-,L235S",KF-VE,FF
X,"CBA-,L245S",KF-VE,Full-time 4WD
ECO,"DBA-,L235S",KF-VE,FF
L,"CBA-,L245S",KF-VE,Full-time 4WD
BEEX L SELECTION,"TA-,L800S",EF-VE,FF
BEEX L SELECTION,"TA-,L800S",EF-VE,FF
G,"UA-,L750S",EF-VE,FF
TURBO F,"LA-,L760S",EF-DET,Full-time 4WD
GEAR,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
F,"LA-,L760S",EF-VE,Full-time 4WD
MEMORIAL EDITION,"LA-,L760S",EF-VE,Full-time 4WD
MEMORIAL EDITION,"LA-,L760S",EF-VE,Full-time 4WD
L,"DBA-,L575S",KF,FF
G NAVI,"DBA-,L585S",KF,Full-time 4WD
X,"DBA-,L585S",KF,Full-time 4WD
L,"DBA-,L585S",KF,Full-time 4WD
CUSTOM RS,"DBA-,L575S",KF,FF
CUSTOM G,"DBA-,L575S",KF,FF
CUSTOM X,"DBA-,L575S",KF,FF
CUSTOM RS,"DBA-,L585S",KF,Full-time 4WD
CL,"E-,G313G",HE-EG,Full-time 4WD
CL,"E-,G313G",HE-EG,Full-time 4WD
CUSTOM X TOP EDITION SA III,"DBA-,LA600S",KF,FF
G SA III,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SA III,"DBA-,LA600S",KF,FF
CUSTOM X SA III,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS TOP EDITION SA III,"DBA-,LA600S",KF,FF
CUSTOM X TOP EDITION SA III,"DBA-,LA610S",KF,Full-time 4WD
CX LIMITED,"GF-,M100S",EJ-DE,FF
CX LIMITED,"GF-,M100S",EJ-DE,FF
CL,"GF-,M100S",EJ-DE,FF
CL,"GF-,M100S",EJ-DE,FF
CX,"GF-,M110S",EJ-DE,Full-time 4WD
CX,"GF-,M110S",EJ-DE,Full-time 4WD
CUSTOM MEMORIAL EDITION,"GF-,J131G",EF-DEM,FR
CUSTOM MEMORIAL EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CUSTOM MEMORIAL EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CL MEMORIAL EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CL MEMORIAL EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CUSTOM S EDITION,"GF-,J131G",EF-DEM,FR
TR-XX AVANZATO,"E-,L220S",EF-JL,FF
TR-XX AVANZATO,"E-,L200S",EF-JL,FF
TR-XX AVANZATO,"E-,L200S",EF-JL,FF
TR-XX AVANZATO-R,"E-,L200S",EF-JL,FF
TR-XX AVANZATO-R,"E-,L200S",EF-JL,FF
TR-XX X4,"E-,L210S",EF-JL,Full-time 4WD
TR-XX X4,"E-,L210S",EF-JL,Full-time 4WD
TR-XX AVANZATO-R,"E-,L200S",EF-JL,FF
TR-XX AVANZATO-R,"E-,L200S",EF-JL,FF
RI,"LA-,L960S",EF-DET,Full-time 4WD
RI,"LA-,L960S",EF-DET,Full-time 4WD
XI,"LA-,L960S",EF-VE,Full-time 4WD
XI,"LA-,L960S",EF-VE,Full-time 4WD
LI,"LA-,L960S",EF-VE,Full-time 4WD
L SUPER SELECTION,"UA-,L950S",EF-VE,FF
L SUPER SELECTION,"UA-,L950S",EF-VE,FF
L SUPER SELECTION,"UA-,L950S",EF-VE,FF
LI SUPER SELECTION,"UA-,L950S",EF-VE,FF
SE,"E-,YB21G",3Y-EU,FR
SE,"E-,YB21G",3Y-EU,FR
SG,"E-,YB20G",2Y-U,FR
SE,"KD-,CR40N",3C-T,FR
SE,"KD-,CR50N",3C-T,Full-time 4WD
SE,"KD-,CR50N",3C-T,Full-time 4WD
TRANS FIELD,"KD-,CR50N",3C-T,Full-time 4WD
TRANS FIELD,"KD-,CR40N",3C-T,FR
SQ,"GF-,SR40N",3S-FE,FR
CERO S,"DBA-,LA400K",KF,FF
ROBE,"DBA-,LA400K",KF,FF
ROBE,"DBA-,LA400K",KF,FF
ROBE S,"DBA-,LA400K",KF,FF
ROBE S,"DBA-,LA400K",KF,FF
XPLAY,"DBA-,LA400K",KF,FF
X LIMITED,"DBA-,L275S",KF-VE,FF
X,"DBA-,L275S",KF-VE,FF
L,"DBA-,L275S",KF-VE,FF
L,"DBA-,L275S",KF-VE,FF
X LIMITED,"DBA-,L285S",KF-VE,Full-time 4WD
X,"DBA-,L285S",KF-VE,Full-time 4WD
L,"DBA-,L285S",KF-VE,Full-time 4WD
L,"DBA-,L285S",KF-VE,Full-time 4WD
CX-LIMITED,"DBA-,M411S",K3-VE,Full-time 4WD
X BLACK INTERIOR LIMITED SA III,"5BA-,LA810S",KF,Full-time 4WD
G SA III,"5BA-,LA810S",KF,Full-time 4WD
G MAKE UP LIMITED SA III,"5BA-,LA810S",KF,Full-time 4WD
G BLACK INTERIOR LIMITED SA III,"5BA-,LA810S",KF,Full-time 4WD
L,"DBA-,LA800S",KF,FF
L SA III,"DBA-,LA800S",KF,FF
L,"DBA-,LA810S",KF,Full-time 4WD
X SA III,"DBA-,LA800S",KF,FF
X,"5BA-,M700S",1KR-FE,FF
CL,"CBA-,M502G",3SZ-VE,FF
CX AERO,"CBA-,M512G",3SZ-VE,Full-time 4WD
CX,"CBA-,M512G",3SZ-VE,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
SX,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
STYLE G TURBO SA III,"DBA-,LA250S",KF,FF
ACTIVA G TURBO SA III,"DBA-,LA250S",KF,FF
STYLE G SA III,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G SA III,"DBA-,LA260S",KF,Full-time 4WD
STYLE G TURBO PRIME COLLECTION SA III,"DBA-,LA250S",KF,FF
ACTIVA G TURBO PRIME COLLECTION SA III,"DBA-,LA250S",KF,FF
STYLE G PRIME COLLECTION SA III,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G PRIME COLLECTION SA III,"DBA-,LA260S",KF,Full-time 4WD
L SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X SPECIAL,"DBA-,LA150S",KF,FF
X,"DBA-,LA160S",KF,Full-time 4WD
X TURBO SA II,"DBA-,LA150S",KF,FF
CUSTOM X,"DBA-,LA150S",KF,FF
X TURBO,"DBA-,LA160S",KF,Full-time 4WD
BEEX L SELECTION,"TA-,L810S",EF-VE,Full-time 4WD
BEEX L SELECTION,"TA-,L810S",EF-VE,Full-time 4WD
BEEX L SELECTION,"TA-,L810S",EF-VE,Full-time 4WD
BEEX L SELECTION,"GF-,L800S",EF-VE,FF
BEEX L SELECTION,"GF-,L800S",EF-VE,FF
BEEX L SELECTION,"GF-,L800S",EF-VE,FF
BEEX L SELECTION,"GF-,L810S",EF-VE,Full-time 4WD
G,"LA-,L760S",EF-VE,Full-time 4WD
G,"LA-,L760S",EF-VE,Full-time 4WD
TURBO G,"LA-,L750S",EF-DET,FF
TURBO G,"LA-,L750S",EF-DET,FF
G,"UA-,L750S",EF-VE,FF
CUSTOM G,"DBA-,L585S",KF,Full-time 4WD
CUSTOM X,"DBA-,L585S",KF,Full-time 4WD
G NAVI,"DBA-,L575S",KF,FF
X,"DBA-,L575S",KF,FF
L,"DBA-,L575S",KF,FF
G NAVI,"DBA-,L585S",KF,Full-time 4WD
X,"DBA-,L585S",KF,Full-time 4WD
L,"DBA-,L585S",KF,Full-time 4WD
CUSTOM RS SA III,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS TOP EDITION SA III,"DBA-,LA610S",KF,Full-time 4WD
G SA II,"DBA-,LA600S",KF,FF
G,"DBA-,LA600S",KF,FF
X TURBO SA II,"DBA-,LA600S",KF,FF
X TURBO,"DBA-,LA600S",KF,FF
X SA II,"DBA-,LA600S",KF,FF
X,"DBA-,LA600S",KF,FF
L SA II,"DBA-,LA600S",KF,FF
CX LIMITED,"GF-,M110S",EJ-DE,Full-time 4WD
CX LIMITED,"GF-,M110S",EJ-DE,Full-time 4WD
CL,"GF-,M110S",EJ-DE,Full-time 4WD
CL,"GF-,M110S",EJ-DE,Full-time 4WD
CL-S PACKAGE,"GF-,M100S",EJ-DE,FF
CUSTOM S EDITION,"GF-,J131G",EF-DEM,FR
CUSTOM S EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CUSTOM S EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
AERO DOWN,"GF-,J111G",EF-DET,Full-time 4WD
AERO DOWN,"GF-,J111G",EF-DET,Full-time 4WD
TR-XX AVANZATO,"E-,L200S",EF-JL,FF
TR-XX AVANZATO,"E-,L200S",EF-JL,FF
TR-XX LIMITED,"E-,L200S",EF-JL,FF
TR-XX LIMITED,"E-,L200S",EF-JL,FF
TR-XX,"E-,L200S",EF-JL,FF
TR-XX,"E-,L200S",EF-JL,FF
L SUPER SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
L SUPER SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
L SUPER SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
LI SUPER SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
L SELECTION,"UA-,L950S",EF-VE,FF
L SELECTION,"UA-,L950S",EF-VE,FF
SQ,"GF-,SR40N",3S-FE,FR
SE,"GF-,SR40N",3S-FE,FR
SE,"GF-,SR40N",3S-FE,FR
TRANS FIELD,"GF-,SR40N",3S-FE,FR
AERO CUSTOM,"GF-,SR40N",3S-FE,FR
XPLAY,"DBA-,LA400K",KF,FF
10th ANNIVERSARY EDITION,"ABA-,L880K",JB-DET,FF
10th ANNIVERSARY EDITION,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
MEMORIAL EDITION,"DBA-,L275S",KF-VE,FF
MEMORIAL EDITION,"DBA-,L285S",KF-VE,Full-time 4WD
TL,"GBD-,L275V",KF-VE,FF
TL,"GBD-,L285V",KF-VE,Full-time 4WD
L SA III,"DBA-,LA810S",KF,Full-time 4WD
X MAKE UP SA III,"DBA-,LA800S",KF,FF
X LIMITED SA III,"DBA-,LA800S",KF,FF
X LIMITED MAKE UP SA III,"DBA-,LA800S",KF,FF
X SA III,"DBA-,LA810S",KF,Full-time 4WD
G SA III,"DBA-,LA800S",KF,FF
X SA III,"5BA-,M700S",1KR-FE,FF
X L PACKAGE SA III,"5BA-,M700S",1KR-FE,FF
X,"5BA-,M710S",1KR-FE,Full-time 4WD
X SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
X G PACKAGE SA III,"5BA-,M700S",1KR-FE,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
STYLE G TURBO SA III,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G TURBO SA III,"DBA-,LA260S",KF,Full-time 4WD
SPORT SA III,"DBA-,LA250S",KF,FF
STYLE G TURBO PRIME COLLECTION SA III,"DBA-,LA260S",KF,Full-time 4WD
X SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X SA II,"DBA-,LA150S",KF,FF
CUSTOM X SPECIAL,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X HYPER SA II,"DBA-,LA150S",KF,FF
X TURBO SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA160S",KF,Full-time 4WD
BEEX L SELECTION,"GF-,L810S",EF-VE,Full-time 4WD
BEEX L SELECTION,"GF-,L810S",EF-VE,Full-time 4WD
BEEX,"GF-,L800S",EF-VE,FF
BEEX,"GF-,L810S",EF-VE,Full-time 4WD
AERO DOWN BEEX,"GF-,L802S",JB-DET,FF
G,"UA-,L750S",EF-VE,FF
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
G,"LA-,L760S",EF-VE,Full-time 4WD
CUSTOM RS,"DBA-,L575S",KF,FF
CUSTOM G,"DBA-,L575S",KF,FF
CUSTOM X,"DBA-,L575S",KF,FF
CUSTOM RS,"DBA-,L585S",KF,Full-time 4WD
CUSTOM G,"DBA-,L585S",KF,Full-time 4WD
CUSTOM X,"DBA-,L585S",KF,Full-time 4WD
L,"DBA-,LA600S",KF,FF
G SA II,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SA II,"DBA-,LA610S",KF,Full-time 4WD
X TURBO,"DBA-,LA610S",KF,Full-time 4WD
X SA II,"DBA-,LA610S",KF,Full-time 4WD
X,"DBA-,LA610S",KF,Full-time 4WD
CL-S PACKAGE,"GF-,M100S",EJ-DE,FF
CL-S PACKAGE,"GF-,M110S",EJ-DE,Full-time 4WD
CL-S PACKAGE,"GF-,M110S",EJ-DE,Full-time 4WD
X4,"GF-,M112S",JC-DET,Full-time 4WD
CL,"GF-,M100S",EJ-DE,FF
CL,"GF-,M110S",EJ-DE,Full-time 4WD
CL,"GF-,M110S",EJ-DE,Full-time 4WD
CX,"GF-,J111G",EF-DET,Full-time 4WD
CX,"GF-,J111G",EF-DET,Full-time 4WD
CL CUSTOM,"GF-,J111G",EF-DEM,Full-time 4WD
CL CUSTOM,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
AERO DOWN,"GF-,J131G",EF-DET,FR
TR-XX AVANZATO,"V-,L200V",EF-XL,FF
TR-XX AVANZATO,"V-,L200V",EF-XL,FF
TR-XX LIMITED,"E-,L200S",EF-JL,FF
TR-XX LIMITED,"E-,L200S",EF-JL,FF
TR-XX,"E-,L200S",EF-JL,FF
TR-XX,"E-,L200S",EF-JL,FF
L SELECTION,"UA-,L950S",EF-VE,FF
LI SELECTION,"UA-,L950S",EF-VE,FF
L SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
L SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
L SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
LI SELECTION,"LA-,L960S",EF-VE,Full-time 4WD
SQ,"KH-,CR40N",3C-TE,FR
SQ,"KH-,CR40N",3C-TE,FR
SE,"KH-,CR40N",3C-TE,FR
SE,"KH-,CR40N",3C-TE,FR
AERO CUSTOM,"KH-,CR40N",3C-TE,FR
SQ,"KH-,CR50N",3C-TE,Full-time 4WD
SQ,"KH-,CR50N",3C-TE,Full-time 4WD
ULTIMATE EDITION S,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITION S,"ABA-,L880K",JB-DET,FF
ULTIMATE LEATHER EDITION,"ABA-,L880K",JB-DET,FF
ULTIMATE LEATHER EDITION,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
TL,"GBD-,L275V",KF-VE,FF
TL,"GBD-,L285V",KF-VE,Full-time 4WD
TX,"GBD-,L275V",KF-VE,FF
TX,"GBD-,L275V",KF-VE,FF
TX,"GBD-,L285V",KF-VE,Full-time 4WD
TX,"GBD-,L285V",KF-VE,Full-time 4WD
L SELECTION,"DBA-,L285S",KF-VE,Full-time 4WD
L SELECTION,"DBA-,L275S",KF-VE,FF
L SELECTION,"DBA-,L275S",KF-VE,FF
L SELECTION,"DBA-,L285S",KF-VE,Full-time 4WD
X MAKE UP SA III,"DBA-,LA810S",KF,Full-time 4WD
G MAKE UP SA III,"DBA-,LA800S",KF,FF
X LIMITED SA III,"DBA-,LA810S",KF,Full-time 4WD
X LIMITED MAKE UP SA III,"DBA-,LA810S",KF,Full-time 4WD
G SA III,"DBA-,LA810S",KF,Full-time 4WD
G MAKE UP SA III,"DBA-,LA810S",KF,Full-time 4WD
STYLE SA III,"5BA-,M700S",1KR-FE,FF
CILQ SA III,"5BA-,M700S",1KR-FE,FF
X L PACKAGE SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
X G PACKAGE SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
POSE,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
SX,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
R-LIMITED,"E-,G203S",HE-EG,FF
R-LIMITED,"E-,G203S",HE-EG,FF
CX,"E-,G203S",HE-EG,FF
CX,"E-,G203S",HE-EG,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
ACTIVA G TURBO PRIME COLLECTION SA III,"DBA-,LA260S",KF,Full-time 4WD
SPORT SA III,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA X,"DBA-,LA250S",KF,FF
STYLE X,"DBA-,LA250S",KF,FF
ACTIVA X SA II,"DBA-,LA250S",KF,FF
STYLE X SA II,"DBA-,LA250S",KF,FF
STYLE X,"DBA-,LA260S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA150S",KF,FF
CUSTOM X SA II,"DBA-,LA150S",KF,FF
CUSTOM X SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA150S",KF,FF
CUSTOM X HYPER SA II,"DBA-,LA160S",KF,Full-time 4WD
AERO DOWN BEEX,"GF-,L802S",JB-DET,FF
BEEX,"GF-,L800S",EF-VE,FF
BEEX,"GF-,L800S",EF-VE,FF
CXB,"GF-,L800S",EF-VE,FF
CX,"GF-,L800S",EF-VE,FF
CL,"GF-,L800S",EF-SE,FF
CL,"GF-,L800S",EF-SE,FF
G,"LA-,L760S",EF-VE,Full-time 4WD
TURBO X,"GF-,L750S",EF-DET,FF
TURBO X LIMITED,"GF-,L750S",EF-DET,FF
TURBO G LIMITED,"GF-,L750S",EF-DET,FF
TURBO G LIMITED,"GF-,L750S",EF-DET,FF
TURBO X,"GF-,L760S",EF-DET,Full-time 4WD
TURBO X LIMITED,"GF-,L760S",EF-DET,Full-time 4WD
TURBO G LIMITED,"GF-,L760S",EF-DET,Full-time 4WD
X LIMITED,"DBA-,L575S",KF,FF
X LIMITED,"DBA-,L585S",KF,Full-time 4WD
G NAVI,"DBA-,L575S",KF,FF
G NAVI,"DBA-,L585S",KF,Full-time 4WD
X,"DBA-,L575S",KF,FF
L,"DBA-,L575S",KF,FF
L SA II,"DBA-,LA610S",KF,Full-time 4WD
L,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA600S",KF,FF
CUSTOM RS,"DBA-,LA600S",KF,FF
CUSTOM X SA II,"DBA-,LA600S",KF,FF
CUSTOM X,"DBA-,LA600S",KF,FF
CX,"GF-,M100S",EJ-DE,FF
CX,"GF-,M100S",EJ-DE,FF
CX LIMITED,"GF-,M100S",EJ-DE,FF
CX LIMITED,"GF-,M100S",EJ-DE,FF
CX,"GF-,M110S",EJ-DE,Full-time 4WD
CX,"GF-,M110S",EJ-DE,Full-time 4WD
AERO DOWN,"GF-,J131G",EF-DET,FR
CL CUSTOM,"GF-,J131G",EF-DEM,FR
CL CUSTOM,"GF-,J131G",EF-DEM,FR
CL,"GF-,J131G",EF-DEM,FR
CL,"GF-,J131G",EF-DEM,FR
AERO DOWN CUSTOM X,"GF-,J131G",EF-DET,FR
CUSTOM S EDITION,"GF-,J131G",EF-DEM,FR
CUSTOM S EDITION,"GF-,J131G",EF-DEM,FR
TR-XX LIMITED,"V-,L200V",EF-XL,FF
TR-XX LIMITED,"V-,L200V",EF-XL,FF
TR-XX,"V-,L200V",EF-XL,FF
TR-XX,"V-,L200V",EF-XL,FF
RS LIMITED,"LA-,L952S",JB-DET,FF
RS,"LA-,L952S",JB-DET,FF
RI,"LA-,L950S",EF-DET,FF
XI,"UA-,L950S",EF-VE,FF
LI,"UA-,L950S",EF-VE,FF
SE,"KH-,CR50N",3C-TE,Full-time 4WD
SE,"KH-,CR50N",3C-TE,Full-time 4WD
TRANS FIELD,"KH-,CR50N",3C-TE,Full-time 4WD
AERO CUSTOM,"KH-,CR50N",3C-TE,Full-time 4WD
SQ,"GF-,SR50N",3S-FE,Full-time 4WD
SQ,"GF-,SR50N",3S-FE,Full-time 4WD
SE,"GF-,SR50N",3S-FE,Full-time 4WD
LEATHER PACKAGE,"ABA-,L880K",JB-DET,FF
LEATHER PACKAGE,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITIONII,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITIONII,"ABA-,L880K",JB-DET,FF
X LIMITED,"DBA-,L275S",KF-VE,FF
L,"DBA-,L275S",KF-VE,FF
X LIMITED,"DBA-,L285S",KF-VE,Full-time 4WD
X LIMITED SMART DRIVE PACKAGE,"DBA-,L275S",KF-VE,FF
L,"DBA-,L275S",KF-VE,FF
L,"DBA-,L285S",KF-VE,Full-time 4WD
L,"DBA-,LA800S",KF,FF
L SA II,"DBA-,LA800S",KF,FF
X,"DBA-,LA800S",KF,FF
L,"DBA-,LA810S",KF,Full-time 4WD
X SA II,"DBA-,LA800S",KF,FF
L SA II,"DBA-,LA810S",KF,Full-time 4WD
CILQ G PACKAGE SA III,"5BA-,M700S",1KR-FE,FF
STYLE SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
CILQ SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
CILQ G PACKAGE SA III,"5BA-,M710S",1KR-FE,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
POSE,"E-,G203S",HE-EG,FF
SX,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE S,"E-,G200S",HC-E,FF
POSE S,"E-,G200S",HC-E,FF
POSE S,"E-,G200S",HC-E,FF
ACTIVA X,"DBA-,LA260S",KF,Full-time 4WD
STYLE X SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G SA II,"DBA-,LA250S",KF,FF
ACTIVA X SA II,"DBA-,LA260S",KF,Full-time 4WD
STYLE G SA II,"DBA-,LA250S",KF,FF
ACTIVA G PRIME COLLECTION SA II,"DBA-,LA250S",KF,FF
STYLE G PRIME COLLECTION SA II,"DBA-,LA250S",KF,FF
CUSTOM RS HYPER SA II,"DBA-,LA150S",KF,FF
CUSTOM RS,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS HYPER SA II,"DBA-,LA160S",KF,Full-time 4WD
X TURBO SA II,"DBA-,LA150S",KF,FF
X TURBO,"DBA-,LA150S",KF,FF
AERO DOWN BEEX,"GF-,L810S",EF-DET,Full-time 4WD
AERO DOWN BEEX,"GF-,L810S",EF-DET,Full-time 4WD
BEEX,"GF-,L810S",EF-VE,Full-time 4WD
BEEX,"GF-,L810S",EF-VE,Full-time 4WD
CX,"GF-,L810S",EF-VE,Full-time 4WD
CX,"GF-,L810S",EF-VE,Full-time 4WD
CL,"GF-,L810S",EF-SE,Full-time 4WD
TURBO G LIMITED,"GF-,L760S",EF-DET,Full-time 4WD
MEMORIAL EDITION,"TA-,L750S",EF-VE,FF
MEMORIAL EDITION,"TA-,L750S",EF-VE,FF
MEMORIAL EDITION,"TA-,L760S",EF-VE,Full-time 4WD
MEMORIAL EDITION,"TA-,L760S",EF-VE,Full-time 4WD
TURBO X,"LA-,L750S",EF-DET,FF
X,"DBA-,L585S",KF,Full-time 4WD
L,"DBA-,L585S",KF,Full-time 4WD
CUSTOM RS,"CBA-,L575S",KF,FF
CUSTOM G,"DBA-,L575S",KF,FF
CUSTOM X,"DBA-,L575S",KF,FF
CUSTOM RS SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS TOP EDITION SA II,"DBA-,LA600S",KF,FF
CUSTOM X TOP EDITION SA II,"DBA-,LA600S",KF,FF
CX LIMITED,"GF-,M110S",EJ-DE,Full-time 4WD
CX LIMITED,"GF-,M110S",EJ-DE,Full-time 4WD
CL,"GF-,M100S",EJ-DE,FF
CL LIMITED,"GF-,J131G",EF-DEM,FR
