Video Title,Number of Viewers,Video posting date,Video Length
Giving Gifts | Baby Shark's Big Fishmas | Baby Shark Music Video | Christmas Sharks | Nickelodeon,"1,360,432 views","Dec 4, 2020",1:08
Welcome to Wonderville,"8,538,220 views","Dec 3, 2020",10:48
It's Fishmas! | Baby Shark's Big Show Teaser | Nickelodeon | Baby Shark Cartoon,"2,048,517 views","Dec 1, 2020",0:43
Join the Baby Shark Challenge | Most Viewed Video on YouTube | No.1 Video on YouTube,"1,538,010 views","Nov 30, 2020",1:09
Christmas Sharks 1hour non-stop | +Compilation | Christmas Songs | Pinkfong Songs for Children,"863,358 views","Nov 29, 2020",1:17:54
Jungle Bells | Christmas Song | Animal Song | Best Kids Songs | Pinkfong Songs for Children,"1,075,944 views","Nov 28, 2020",1:58
It's Fishmas Music Video | Baby Shark's Big Show | Christmas Song | Pinkfong Songs for Children,"1,918,842 views","Nov 27, 2020",1:28
Baby Shark's Thanksgiving Day | Thanksgiving Song | Baby Shark Song | Pinkfong Songs for Children,"1,015,355 views","Nov 26, 2020",2:33
Fishmas Announcement Teaser | Baby Shark's Big Show | Baby Shark's Big Fishmas,"2,054,358 views","Nov 24, 2020",0:41
Lalala World Clothes | The World Song | Cotomo Cats | Pinkfong Songs for Children,"580,652 views","Nov 24, 2020",1:40
Christmas Sharks and more | Best Christmas Songs | +Compilation | Pinkfong Songs for Children,"4,041,093 views","Nov 22, 2020",1:08:20
The World Food Cook-off | Around the World with Baby Shark | Pinkfong Songs for Children,"1,131,075 views","Nov 21, 2020",1:42
First Aid Song | I got a boo boo song | Pinkfong Safety Songs | Pinkfong Songs for Children,"28,752,959 views","Nov 20, 2020",1:37
Pinkfong Wonderstar | Official Trailer | YouTube Originals,"5,160,723 views","Nov 18, 2020",1:00
Baby Shark Dance and more | +Compilation | Baby Shark Swims to the TOP | Pinkfong Songs for Children,"11,530,486 views","Nov 15, 2020",43:38
Water Safety Song | Pinkfong Safety Songs | Swimming Safety | Pinkfong Songs for Children,"1,414,179 views","Nov 13, 2020",1:33
Baby Shark World Tour | Around the World with Baby Shark | Pinkfong Songs for Children,"1,217,014 views","Nov 13, 2020",1:18
"Baby Shark Dance, the Most Watched Video | Baby Shark Dance | Pinkfong Songs for Children","2,778,826 views","Nov 11, 2020",1:46
Come to Awesome Korea | Visit Seoul | Incheon Airport | Travel Song | Pinkfong Songs for Children,"1,536,538 views","Nov 10, 2020",2:24
Baby Shark Dance and more | +Compilation | Best Kids Songs | Pinkfong Songs for Children,"124,142,757 views","Nov 8, 2020",56:52
Baby Shark's Retro Party | Baby Shark Retro Version | Pinkfong Songs for Children,"7,228,749 views","Nov 7, 2020",1:47
"Go away, Yellow Dust | Pinkfong Safety Songs | Healthy Habits | Pinkfong Songs for Children","7,165,339 views","Nov 6, 2020",1:38
Dance with COTOMO Cats | The World Song | Cotomo Cats | Pinkfong Songs for Children,"6,314,169 views","Nov 3, 2020",1:43
Day of the Dead and more | +Compilation | Halloween Songs | Pinkfong Songs for Children,"10,809,235 views","Oct 31, 2020",19:36
Chumbala Cachumbala and more | +Compilation | Halloween Songs | Pinkfong Songs for Children,"59,427,325 views","Oct 30, 2020",1:09
Halloween Zombie Sharks and more | +Compilation | Halloween Baby Shark | Pinkfong Songs for Children,"56,372,154 views","Oct 27, 2020",19:36
Best Pinkfong Halloween Songs | +Compilation | Baby Shark Halloween | Halloween Songs for Children,"7,397,157 views","Oct 25, 2020",18:15
Halloween Hide'n Seek with Baby Shark Family | Halloween Songs | Pinkfong Songs for Children,"31,947,464 views","Oct 24, 2020",10:00
Haunted House & Draw a Spider | Halloween Songs | Pinkfong Songs for Children,"902,372 views","Oct 23, 2020",2:51
Halloween Zombie Shark | Baby Shark Halloween | Halloween Song | Pinkfong Halloween Songs,"8,591,858 views","Oct 20, 2020",2:05
Haunted House and more | +Compilation | Halloween Songs | Pinkfong Songs for Children,"1,817,581 views","Oct 18, 2020",21:05
Chumbala Cachumbala Dance | Halloween Songs | Pinkfong Halloween | Pinkfong Songs for Children,"18,321,341 views","Oct 17, 2020",1:09
Ghost on the Coast & Draw Frankenstein | Halloween Songs | How to Draw | Pinkfong Songs for Children,"2,234,599 views","Oct 16, 2020",1:09
Baby Shark Halloween Bus | +Compilation | Halloween Songs | Pinkfong Songs for Children,"4,628,659 views","Oct 11, 2020",19:36
Day of the Dead with Baby Shark | Halloween Songs | Pinkfong Songs for Children,"4,512,810 views","Oct 10, 2020",1:53
Vampire Wedding & Bat Drawing | Halloween Songs | How to Draw | Pinkfong Songs for Children,"2,697,055 views","Oct 9, 2020",3:15
Thank You Heroes | Health Care Workers | Frontliners | Thank You Song | Pinkfong Songs for Children,"73,484,060 views","Oct 6, 2020",1:15
Baby Shark Halloween Bus | Halloween Songs | Baby Shark Halloween | Pinkfong Songs for Children,"2,905,316 views","Oct 3, 2020",1:47
The Little Ghost song & Ghost Drawing | Halloween Songs | How to Draw | Pinkfong Songs for Children,"962,757 views","Oct 2, 2020",2:20
[App Trailer] Pinkfong Baby Shark,"18,008,168 views","Sep 30, 2020",1:01
Halloween Sharks 1hour Non-Stop | +Compilation | Baby Shark Non-Stop | Pinkfong Halloween Songs,"6,708,624 views","Sep 27, 2020",1:35:04
Halloween Mermaid Wedding | Halloween Songs | Baby Shark Halloween | Pinkfong Songs for Children,"1,612,838 views","Sep 26, 2020",1:49
Animal Sounds | Word Power | Word Song | Pinkfong Songs for Children,"977,747 views","Sep 22, 2020",1:15
I’m an Allosaurus | Dinosaur Musical | Dinosaur Story | Pinkfong Songs for Children,"3,762,188 views","Sep 18, 2020",6:50
Yum Yum World Foods | The World Song | Cotomo Cats | Pinkfong Songs for Children,"2,480,810 views","Sep 18, 2020",1:43
Eight Planets and more | +Compilation | Science Songs Special | Pinkfong Songs for Children,"2,991,345 views","Sep 15, 2020",17:38
Halloween Dinosaurs | Spot the Difference | Halloween Songs | Pinkfong Songs for Children,"2,652,559 views","Sep 13, 2020",1:43
Halloween Baby Car | Spot the Difference | Halloween Songs | Pinkfong Songs for Children,"10,513,767 views","Sep 12, 2020",1:36
Hospital Play and more | +Compilation | Science Songs Special | Pinkfong Songs for Children,"19,794,768 views","Sep 11, 2020",17:04
Dig Up Dinosaur Bones and more | +Compilation | Science Songs Special | Pinkfong Songs for Children,"761,863 views","Sep 9, 2020",17:10
Oviraptor the Egg Thief | Dinosaur Musical | Dinosaur Story | Pinkfong Songs for Children,"1,974,620 views","Sep 5, 2020",6:34
Singer Whale and Whale Drawing Song | Sing and Draw | Pinkfong Songs for Children,"3,976,817 views","Sep 1, 2020",2:48
Ten Little Spooky Kids and more | Ten Little Kids | +Compilation | Pinkfong Songs for Children,"5,279,715 views","Aug 30, 2020",21:22
Scared Baby T-Rex | Dinosaur Musical | Dinosaur Story | Pinkfong Songs for Children,"7,167,737 views","Aug 29, 2020",6:16
Pinkfong Baby Shark Sandbox Play | Toy Show | Sand Toys | Toy Review | Pinking Toy Show for Children,"1,122,588 views","Aug 28, 2020",8:00
"Draw an Octopus and Ooh La la, Octopus | Sing and Draw | Pinkfong Songs for Children","1,094,228 views","Aug 25, 2020",2:49
Doo doo doo Shark and more | +Compilation | Best Kids Songs | Pinkfong Songs for Children,"3,409,253 views","Aug 23, 2020",52:40
Spinosaurus vs Tyrannosaurus Rex | Dinosaur Musical | Dinosaur Story | Pinkfong Songs for Children,"4,419,640 views","Aug 22, 2020",6:23
Draw a Crab and Clap Snap Lobster | Sing and Draw | Pinkfong Songs for Children,"548,573 views","Aug 21, 2020",3:11
[App Trailer] Pinkfong Baby Shark Phone,"1,706,727 views","Aug 18, 2020",2:15
[New Features] Pinkfong Baby Shark Phone,"1,240,452 views","Aug 17, 2020",0:37
Shark Week with Baby Shark | +Compilation | Baby Shark Show | Pinkfong Songs for Children,"3,782,161 views","Aug 16, 2020",29:09
It's Baby Shark's Big Week! | +Compilation | Nick Jr. x Baby Shark | Pinkfong Songs for Children,"1,367,958 views","Aug 16, 2020",48:12
Save the Sea Animals | Shark Week with Baby Shark | Pinkfong Songs for Children,"1,614,559 views","Aug 15, 2020",1:39
Save the Sea Animals with Baby Shark | Shark Week with Baby Shark | Pinkfong Songs for Children,"1,087,455 views","Aug 15, 2020",4:21
Dance and Move like Sea Animals | Shark Week with Baby Shark | Pinkfong Songs for Children,"1,495,844 views","Aug 14, 2020",4:21
Meet the Naughty Ocean Friends | Shark Week with Baby Shark | Pinkfong Songs for Children,"1,293,314 views","Aug 12, 2020",4:21
Meet the Shark Family | Shark Week with Baby Shark | Pinkfong Songs for Children,"1,771,348 views","Aug 11, 2020",4:21
Baby Shark and Undersea Friends | Shark Week with Baby Shark | Pinkfong Songs for Children,"4,325,082 views","Aug 10, 2020",4:21
Happy Shark Week with Baby Shark | Baby Shark Show | Pinkfong Songs for Children,"4,108,188 views","Aug 9, 2020",3:51
"Baby Nick Jr. | Sing with Baby Shark, Blaze, Gil and Blue | Nick Jr. Crew x Baby Shark","794,795 views","Aug 9, 2020",3:03
Save the Sea Animals and more | +Compilation | Shark Week | Pinkfong Songs for Children,"1,219,583 views","Aug 7, 2020",20:29
[App Trailer] Pinkfong! Baby Shark App,"17,788,206 views","Aug 5, 2020",0:20
Clean the Sea and more | +Compilation | Shark Week | Pinkfong Songs for Children,"1,660,295 views","Aug 2, 2020",21:53
Rain rain Go Away and more | Rainy Day Special | +Compilation | Pinkfong Songs for Children,"1,299,959 views","Aug 1, 2020",1:09
Baby Shark Workout | 10 MIN Exercise with Baby Shark | Pinkfong Songs for Children,"873,881 views","Jul 31, 2020",10:56
[Music Video] Jam into Baby Shark POP!,"1,249,368 views","Jul 30, 2020",1:57
Pinkfong Spot the difference: Finding Baby Shark,"832,648 views","Jul 28, 2020",0:18
Doo doo doo Shark and more | +Compilation | Pinkfong Songs for Children,"2,662,069 views","Jul 26, 2020",1:09
The Panda Song and more | +Compilation | Animal Songs | Pinkfong Songs for Children,"1,150,677 views","Jul 24, 2020",12:57
Draw a Baby Piggy and Did You Ever See My Tail? | Sing and Draw | Pinkfong Songs for Children,"1,851,313 views","Jul 21, 2020",2:34
The Penguin Dance and more | Clay and Dance | +Compilation | Pinkfong Songs for Children,"2,035,149 views","Jul 19, 2020",21:39
Pinkfong Baby Shark Fishing Play | Toy Show | Pinkfong Songs for Children,"895,882 views","Jul 18, 2020",6:55
Natural Disaster Safety Song | Pinkfong Safety Rangers | Pinkfong Songs for Children,"901,227 views","Jul 17, 2020",1:24
"Baby Shark, featuring Luis Fonsi | Baby Shark Song | Pinkfong Songs for Children","346,783,539 views","Jul 15, 2020",1:42
The Kitty Song and more | +Compilation | Animal Songs | Pinkfong Songs for Children,"3,215,592 views","Jul 12, 2020",30:37
Dance Tutorial: Let's Sing with Joy | Pinkfong Baby Shark LIVE | Pinkfong Songs for Children,"1,496,502 views","Jul 11, 2020",2:05
Tyrannosaurus Rex and more | +Compilation | Dino Adventure | Pinkfong Songs for Children,"6,656,776 views","Jul 5, 2020",40:46
Dance Tutorial: I've Got the Rhthym | Pinkfong Baby Shark LIVE | Pinkfong Songs for Children,"975,414 views","Jul 4, 2020",3:09
[Music Video] Jam into Baby Shark POP!,"1,788,764 views","Jun 28, 2020",2:31
Paw Paw Polar Bear and Make Clay Polar Bear | Clay and Dance | Pinkfong Songs for Children,"621,606 views","Jun 26, 2020",3:55
"You May Be Far, But Still Our Hearts Are Close | Healthy Habits | Pinkfong Songs for Children","3,967,423 views","Jun 22, 2020",2:22
Baby Shark Dance and more | Best Summer Songs | +Compilation | Pinkfong Songs for Children,"66,540,828 views","Jun 21, 2020",53:53
The Kitty Song and Make Cat with Clay | Clay and Dance | Pinkfong Songs for Children,"3,441,570 views","Jun 19, 2020",5:12
Pinkfong Spot the difference: Finding Baby Shark,"1,607,429 views","Jun 16, 2020",0:29
Healthy Habits while Social distancing | Let’s learn Healthy Habits | Pinkfong Songs For Children,"2,622,383 views","Jun 15, 2020",2:21
Likey Likey Ice Cream Song and more | +Compilation | Snack Time | Pinkfong Songs for Children,"3,696,840 views","Jun 14, 2020",29:01
Did You Ever See My Tail and Make Pig with Clay | Clay and Dance | Pinkfong Songs for Children,"737,089 views","Jun 12, 2020",4:40
Cheeky Monkey | Animal Songs | Monkey Song | Pinkfong Songs for Children,"6,923,820 views","Jun 9, 2020",1:21
Five Little Monkeys and more | Best Nursery Rhymes | +Compilation | Pinkfong Songs for Children,"6,618,164 views","Jun 6, 2020",32:14
Monkey Bananas Dance and Make Monkey with Clay | Clay and Dance | Pinkfong Songs for Children,"1,394,516 views","Jun 6, 2020",3:33
Rap a Tap | ABC Phonics | ABC Songs | Pinkfong Songs for Children,"619,359 views","Jun 5, 2020",1:18
Likey Likey Ice Cream Song and more | +Compilation | Pinkfong Songs for Children,"1,701,022 views","Jun 2, 2020",20:42
Social Distance Song | 5 Steps on Social Distancing | Pinkfong Songs For Children,"3,670,382 views","Jun 1, 2020",1:31
The Penguin Dance and Make Penguin with Clay | Clay and Dance | Pinkfong Songs for Children,"1,328,153 views","May 31, 2020",4:48
Crunchy Sweet Tanghulu | Snack Song | Panda Songs | Pinkfong Songs for Children,"710,018 views","May 29, 2020",1:11
Bored at home? Join #HogiDoorDanceChallenge | Dance with Hogi | @Hogi! Pinkfong - Learn & Play,"872,139 views","May 27, 2020",0:27
[Trailer] Baby Shark VR Dancing game trailer | Baby Shark VR available on SteamVR,"1,438,633 views","May 26, 2020",1:15
Baby Shark Dance and more | Best Nursery Rhymes | +Compilation | Pinkfong Songs for Children,"13,273,660 views","May 24, 2020",32:12
The Panda Song | Hey Hey Panda Dance | Panda Songs | Pinkfong Songs for Children,"2,493,743 views","May 23, 2020",1:34
Traffic Lights and more | Traffic Safety Songs | +Compilation | Pinkfong Songs for Children,"824,704 views","May 22, 2020",18:36
Super Duper Manta Ray and more | Sea Animal Songs | +Compilation | Pinkfong Songs for Children,"5,525,802 views","May 17, 2020",19:35
Doo doo doo Shark | Sea Animal Songs | Animal Songs | Pinkfong Songs for Children,"3,062,845 views","May 16, 2020",1:21
Baby T-Rex and more | Dinosaur T-Rex Songs | +Compilation | Pinkfong Songs for Children,"2,896,961 views","May 15, 2020",18:19
Faster Baby Shark | Dance Dance | Faster Baby Shark Dance | Pinkfong Songs for Children,"5,205,219 views","May 12, 2020",1:19
Wash Your Hands and more | Self Hygiene | +Compilation | Pinkfong Songs for Children,"1,703,191 views","May 10, 2020",20:35
How to make Clay Sea Animals | +Compilation | Arts and Crafts | Pinkfong Craft time for Children,"2,481,319 views","May 8, 2020",1:09
Move Like Sea Animals | Sea Animal Songs | Animal Songs | Pinkfong Songs for Children,"4,153,941 views","May 5, 2020",1:09
Good Morning and more | +Compilation | Morning Songs | Pinkfong Songs for Children,"3,202,613 views","May 3, 2020",44:39
"Hoy-hoy, Coral | Sea Animal Songs | Animal Songs | Pinkfong Songs for Children","584,134 views","May 2, 2020",1:28
Come to Ulsan Korea | Ulsan Song | Visit Ulsan | Ulsan City Tour | Pinkfong Songs for Children,"1,138,865 views","Apr 29, 2020",2:33
"Hey, Mommy Shark and more | +Compilation | Mother's Day Special | Pinkfong Songs for Children","3,767,987 views","Apr 28, 2020",41:03
Ten Little Frog Kids and more | +Compilation | Spring Songs | Pinkfong Songs for Children,"1,112,085 views","Apr 26, 2020",29:27
"Wibble wobble, Jellyfish | Sea Animal Songs | Animal Songs | Pinkfong Songs for Children","698,781 views","Apr 25, 2020",1:38
How to Make a Clay Turtle | Clay Animals | Arts and Crafts | Pinkfong Craft time for Children,"1,137,805 views","Apr 24, 2020",4:42
[App Trailer] Baby Shark: Wash Your Hands | #BabySharkHandWashChallenge | #StayHome,"2,331,021 views","Apr 23, 2020",0:26
Join #HogiDoorDanceChallenge | Open the Door and Meet Hogi | @Hogi! Pinkfong - Learn & Play,"472,173 views","Apr 21, 2020",0:22
Animals and Bug Songs | +Compilation | Spring Songs | Pinkfong Songs for Children,"16,378,642 views","Apr 19, 2020",1:04:50
"Sea, sea, Sea Otter | Sea Animals Songs | Animal Songs | Pinkfong Songs for Children","821,179 views","Apr 18, 2020",1:27
6 Steps to Wash Your Hands | #BabySharkHandWashChallenge | Pinkfong Songs for Children,"629,084 views","Apr 17, 2020",1:44
How to Make a Clay Whale | Clay Animals | Arts and Crafts | Pinkfong Craft time for Children,"284,912 views","Apr 14, 2020",3:56
Baby Shark Dance with BriteBrush™️ | Healthy Habit Songs | Pinkfong Songs for Children,"6,869,303 views","Apr 12, 2020",2:22
"Kum ba hey, Walrus | Sea Animals Songs | Animal Songs | Pinkfong Songs for Children","1,669,365 views","Apr 11, 2020",1:32
Baby Shark's Happy Easter | @Baby Shark Official | Pinkfong Songs for children,"4,128,368 views","Apr 10, 2020",1:47
Easter Egg Hunting | Baby Shark Easter Egg | @Baby Shark Official | Pinkfong Songs for Children,"1,794,047 views","Apr 9, 2020",1:35
Clap Snap Lobster | Sea Animals Songs | Animal Songs | Pinkfong Songs for Children,"599,143 views","Apr 4, 2020",1:56
Wash Your Hands | 10 Minutes Hand-washing song | Pinkfong Songs for Children,"321,087 views","Apr 3, 2020",12:10
Krahs Ybab | Baby Shark Funny Version | @Baby Shark Official | Pinkfong Songs for Family,"16,630,276 views","Mar 31, 2020",1:35
"Wash Your Hands with Baby Shark, Chase, Blaze & Blue | Nick Jr. Crew x #BabySharkHandWashChallenge","1,204,841 views","Mar 29, 2020",1:09
